"q0.025","median","q0.975","observed","fit","cov_loc","cov_nonoise"
1240.08694787366,1313.62060048053,1382.96088110628,1302.64384778354,1310.6713427574,0.972,0.7
1529.94797738589,1601.78896744088,1669.77379214499,1596.70613693005,1605.16794546545,0.986,0.728
1296.40174392862,1366.51562645874,1437.67891905915,1366.30058077566,1369.52018050745,0.978,0.716
1144.66965258997,1207.2384818176,1278.69187021401,1196.81575158352,1208.04766133708,0.978,0.722
1462.53441980686,1528.68587948408,1596.22523210106,1532.91313141267,1526.84886935874,0.968,0.694
576.437365325165,643.506850349849,710.923552357339,649.973716152266,645.008806945459,0.988,0.742
1616.72353737132,1674.70949294142,1742.12620378946,1672.72326504897,1670.70705891648,0.974,0.7
1834.13943631777,1911.01077882329,1976.53612134408,1908.30004911459,1911.58455909962,0.972,0.64
238.820636618904,309.269068184884,376.750751598522,312.392193005618,306.854212557826,0.978,0.644
780.190865308935,844.049176887791,902.623907961271,841.731715791748,842.489140308316,0.976,0.694
1028.36044187861,1094.56934416688,1159.40708361772,1102.97253817905,1095.56154112262,0.988,0.77
1621.86759208647,1681.95076753258,1748.70438993281,1679.72036212547,1682.95624833449,0.984,0.72
1498.89737564545,1564.57307680981,1627.55844562278,1564.01230704723,1564.85080490793,0.986,0.69
1811.47452368029,1881.41502767705,1943.84930815386,1868.47316405121,1876.86526896883,0.98,0.716
1093.90400986694,1165.55628939659,1225.35838071255,1164.06825239477,1166.59989855744,0.972,0.758
640.316086967772,707.944804963724,774.015768568747,698.655071571848,708.940269436321,0.968,0.746
1009.33789786925,1074.61511469567,1140.69189450114,1073.44845055283,1078.50215441502,0.984,0.75
1102.22330125033,1167.64225586404,1235.16267284773,1188.80838849412,1169.09267005469,0.98,0.714
1241.52107912648,1307.75743587193,1375.10584815831,1309.36587789387,1305.72095243161,0.978,0.738
800.751756424243,865.75368069187,925.20465623321,861.688015227385,863.78051730095,0.986,0.73
1404.37283157559,1465.70640754535,1529.14404268978,1447.97331145762,1468.15168007759,0.968,0.714
1100.67574764332,1162.8109876415,1229.64793772283,1152.15981168853,1164.31639909166,0.986,0.694
481.835671156049,551.618055077285,619.001129880688,539.193660144772,546.744592209879,0.988,0.716
1984.44925156667,2059.09895820631,2131.27843746236,2068.221271668,2060.10144173728,0.988,0.67
866.879463505715,944.74336467254,1020.85835845344,945.041024486271,943.970102893753,0.982,0.708
917.73899195767,991.03190968693,1057.9576578827,991.820124069015,990.5249720779,0.978,0.728
1132.73410653528,1194.61545113271,1252.7483219773,1185.61772888257,1194.14764242528,0.976,0.71
852.564034595545,922.010749748206,991.059134724715,906.65595448857,918.048604938048,0.984,0.688
1241.16016404723,1306.74149262998,1378.12696504403,1315.93380442015,1306.50222519372,0.98,0.706
1274.25725393999,1340.86917287372,1405.77877857973,1329.38270655703,1338.35992078477,0.982,0.664
600.200171433236,666.435765891269,732.695522095573,677.360996917586,660.223193228761,0.984,0.692
962.570786564412,1026.66413030118,1089.65572182557,1005.04899171895,1024.14700334303,0.98,0.68
503.237954908466,572.356594710754,644.692585314401,555.645199166525,572.664719351505,0.976,0.702
240.002064533385,306.3129805306,382.496121868386,309.948746078565,308.635938935076,0.974,0.724
781.833881495684,852.802556165208,921.509608599955,838.328199882976,852.059040994505,0.982,0.726
1010.75799005983,1075.24149181048,1143.06894890131,1070.08808187361,1071.25461048099,0.978,0.68
1247.6240637789,1315.01759576988,1383.18650670382,1312.62393469735,1313.52972793909,0.982,0.746
302.474537062296,365.563614401787,434.094908958722,368.481845975101,365.371795022425,0.98,0.708
569.603807789942,644.309368352203,713.48195073195,660.178717234602,644.125288175853,0.97,0.678
1189.90657582376,1262.0077588136,1326.85402520048,1263.57235219932,1257.26771575293,0.986,0.65
616.689618677951,677.309608257619,744.952786155959,677.501071123179,680.515877172528,0.988,0.744
1845.53159831368,1918.06447301881,1989.17833754361,1925.32471564563,1925.70639556033,0.982,0.624
1659.28377914667,1730.40564288777,1799.21753362862,1733.19654915265,1730.70757594312,0.982,0.694
54.7791336704115,123.35220516919,192.818905686198,111.639896200359,116.001309016024,0.982,0.73
1268.40617295767,1335.75131043799,1406.15651691991,1352.66744443578,1336.42710429169,0.976,0.692
-30.1296627045864,35.4964028703011,103.432291149848,35.3697326121952,33.624733415312,0.98,0.7
637.605207681846,706.276081231946,772.492214462478,703.350853378638,705.58429038298,0.974,0.676
1435.22360075331,1499.15314323232,1562.29280897706,1485.09955516958,1501.09981516081,0.974,0.71
2185.39156267885,2249.57456416942,2312.17522859016,2255.19449243984,2253.38790027319,0.99,0.776
564.5922319348,637.004128837432,713.310426598489,640.893803449341,638.814051542028,0.984,0.67
1872.04647567777,1948.05213356573,2019.59559234997,1934.50767951336,1944.92909965961,0.978,0.678
259.815362443721,330.880535877021,396.05723358926,314.50362001972,329.369603628085,0.984,0.712
1823.49750268113,1891.00663385697,1951.7076920977,1887.18212161789,1889.69310145135,0.978,0.748
1041.10534410237,1109.23937398461,1182.07979767479,1121.88479121317,1108.65301139196,0.982,0.632
1524.92700433406,1586.8779597462,1645.27070314491,1600.55178965686,1583.50480173575,0.978,0.754
1112.95319982089,1180.53559835741,1252.12748452727,1170.75366144241,1182.81142447873,0.982,0.722
1333.40462785026,1404.78548338932,1474.09173302401,1399.78711546962,1402.1782426915,0.98,0.684
34.3784076279433,104.418652741838,180.526135774339,104.969771381379,104.390108212055,0.982,0.686
448.266910244868,513.820860856174,577.081750183503,518.492468014324,513.111948518368,0.978,0.666
614.486333958524,676.402666990441,744.537754974658,660.036770196828,672.854754101964,0.98,0.74
878.906529642288,948.013823675642,1015.68587108292,954.733511789312,948.376014597345,0.972,0.642
892.974387197042,960.28255371329,1029.11682565403,979.784315962677,961.508394190601,0.98,0.742
996.79255416374,1069.1445438317,1138.0969515048,1074.5867037268,1069.23660225645,0.98,0.664
-265.220533601461,-199.861066992512,-134.068944687709,-191.494902108364,-198.537616123169,0.98,0.69
561.409615534635,629.928053142358,700.160580670321,619.600303578999,634.258297843191,0.968,0.716
1679.42780116035,1744.45408745592,1806.73261391906,1744.75469227805,1741.32388552633,0.98,0.774
1128.36544599907,1187.51678789225,1254.87054021794,1185.83552762845,1191.62253856299,0.978,0.694
1566.82163120667,1636.15281664571,1704.96079674377,1633.26128256484,1634.03244327382,0.99,0.746
715.0990773122,779.506791130747,848.333153132905,764.821966319058,781.793177877539,0.964,0.706
1186.60817852252,1255.26130372212,1331.49199765326,1274.26945428278,1252.37447999656,0.978,0.676
436.092219685229,498.754401719437,567.55935277264,483.128691649843,499.765004619567,0.98,0.756
1172.17390334952,1241.26935671433,1302.7553012813,1251.31577380594,1245.21407078591,0.984,0.744
2006.48187136993,2070.13864636995,2138.08498193046,2071.31510303295,2076.62236958004,0.98,0.688
1228.11520031958,1297.58340300909,1373.93994652991,1290.87210869162,1299.65580178219,0.978,0.706
